Row.names,seqnames,start,end,width,annotation,geneChr,geneStart,geneEnd,geneLength,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME,ASE1,ASE2,GeneID,Ctrl.bam,V5.bam,difference,FC,L2FC
chr16:58539766-58539971,chr16,58539766,58539971,206,Promoter (<=1kb),16,58531958,58539878,7921,23019,ENST00000568917.1,0,ENSG00000125107,CNOT1,CCR4-NOT transcription complex subunit 1,,,controlledV5_peak_387,5,19,14,3.166666667,1.662965013
chr6_GL000252v2_alt:1979404-1979674,chr6_GL000252v2_alt,1979404,1979674,271,Promoter (1-2kb),95,1977549,1981276,3728,203068,ENST00000444441.1,1855,ENSG00000196230,TUBB,tubulin beta class I,,,controlledV5_peak_903,11,38,27,3.166666667,1.662965013
chr18:31545812-31546164,chr18,31545812,31546164,353,"Exon (ENST00000261590.13/1829, exon 15 of 15)",18,31545349,31556876,11528,100652770,ENST00000657343.1,10712,ENSG00000264859,DSG2-AS1,DSG2 antisense RNA 1,,,controlledV5_peak_480,12,41,29,3.153846154,1.657112286
chr7:6403314-6403674,chr7,6403314,6403674,361,Promoter (1-2kb),7,6401618,6402520,903,5879,ENST00000495499.1,1696,ENSG00000136238,RAC1,Rac family small GTPase 1,,,controlledV5_peak_912,12,41,29,3.153846154,1.657112286
chr15:90981781-90981977,chr15,90981781,90981977,197,Promoter (<=1kb),15,90981365,90988625,7261,100507118,ENST00000656754.1,416,ENSG00000258725,PRC1-AS1,PRC1 antisense RNA 1,,,controlledV5_peak_349,6,22,16,3.142857143,1.652076697
chr16:11839694-11839893,chr16,11839694,11839893,200,3' UTR,16,11841406,11846567,5162,26156,ENST00000574823.5,6674,ENSG00000171490,RSL1D1,ribosomal L1 domain containing 1,,,controlledV5_peak_362,13,44,31,3.142857143,1.652076697
chr16:12881230-12881425,chr16,12881230,12881425,196,"Exon (ENST00000468671.1/ENST00000468671.1, exon 1 of 1)",16,12901598,13240416,338819,729993,ENST00000558583.3,-20173,ENSG00000237515,SHISA9,shisa family member 9,,,controlledV5_peak_363,6,22,16,3.142857143,1.652076697
chr6:110101646-110101951,chr6,110101646,110101951,306,"Exon (ENST00000392589.6/8936, exon 10 of 11)",6,110020011,110040241,20231,107986631,ENST00000653781.1,-61405,,LOC107986631,uncharacterized LOC107986631,,,controlledV5_peak_885,6,22,16,3.142857143,1.652076697
chrX:53379706-53380160,chrX,53379706,53380160,455,Promoter (2-3kb),23,53381678,53382646,969,8243,ENST00000469129.1,2486,ENSG00000072501,SMC1A,structural maintenance of chromosomes 1A,,,controlledV5_peak_1075,21,69,48,3.136363636,1.649092838
chr6:117998948-117999209,chr6,117998948,117999209,262,"Exon (ENST00000443998.1/ENST00000443998.1, exon 1 of 1)",6,117907264,118317671,410408,222553,ENST00000360388.9,91684,ENSG00000196376,SLC35F1,solute carrier family 35 member F1,,,controlledV5_peak_892,69,219,150,3.128571429,1.645504043
chr20:43702580-43702809,chr20,43702580,43702809,230,"Exon (ENST00000396863.8/4605, exon 7 of 13)",20,43726164,43726697,534,149699,ENST00000373005.2,23888,ENSG00000124196,GTSF1L,gametocyte specific factor 1 like,,,controlledV5_peak_621,15,50,35,3.125,1.64385619
chr12:124012489-124012842,chr12,124012489,124012842,354,"Exon (ENST00000539644.5/144348, exon 6 of 6)",12,123997706,124011824,14119,144348,ENST00000539501.1,14783,ENSG00000179195,ZNF664,zinc finger protein 664,,,controlledV5_peak_274,16,53,37,3.117647059,1.640457613
chr13:98002480-98002811,chr13,98002480,98002811,332,Promoter (<=1kb),13,98002476,98006325,3850,3843,ENST00000479736.1,4,ENSG00000065150,IPO5,importin 5,,,controlledV5_peak_292,8,28,20,3.111111111,1.637429921
chr9:35100743-35101089,chr9,35100743,35101089,347,Promoter (<=1kb),9,35099896,35101493,1598,30968,ENST00000488050.1,404,ENSG00000165283,STOML2,stomatin like 2,,,controlledV5_peak_1000,8,28,20,3.111111111,1.637429921
chr6:52995641-52995899,chr6,52995641,52995899,259,Promoter (<=1kb),6,52995621,52995948,328,125050,ENST00000636484.1,20,ENSG00000202198,RN7SK,RNA component of 7SK nuclear ribonucleoprotein,,,controlledV5_peak_875,3301,10225,6924,3.096608116,1.630688818
chr22:41866830-41867166,chr22,41866830,41867166,337,5' UTR,22,41873689,41877396,3708,6721,ENST00000462539.1,-6523,ENSG00000198911,SREBF2,sterol regulatory element binding transcription factor 2,,,controlledV5_peak_689,10,34,24,3.090909091,1.628031223
chr1:31908345-31908623,chr1,31908345,31908623,279,Promoter (2-3kb),1,31908653,31911280,2628,8073,ENST00000489313.1,2657,ENSG00000184007,PTP4A2,protein tyrosine phosphatase 4A2,,,controlledV5_peak_21,11,37,26,3.083333333,1.624490865
chr20:34214387-34214827,chr20,34214387,34214827,441,"Exon (ENST00000443317.1/ENST00000443317.1, exon 1 of 1)",20,34194569,34269176,74608,434,ENST00000568305.5,19818,ENSG00000101440,ASIP,agouti signaling protein,,,controlledV5_peak_619,11,37,26,3.083333333,1.624490865
chr2:197489027-197489231,chr2,197489027,197489231,205,Promoter (1-2kb),2,197487974,197490572,2599,3329,ENST00000491249.1,1341,ENSG00000144381,HSPD1,heat shock protein family D (Hsp60) member 1,,,controlledV5_peak_600,12,40,28,3.076923077,1.621488377
chr13:51460965-51461218,chr13,51460965,51461218,254,"Exon (ENST00000596904.5/ENST00000596904.5, exon 2 of 2)",13,51430305,51454264,23960,26512,ENST00000483288.5,-6701,ENSG00000102786,INTS6,integrator complex subunit 6,,,controlledV5_peak_286,29,91,62,3.033333333,1.600904045
chr1:120834592-120834847,chr1,120834592,120834847,256,"Exon (ENST00000609741.2/101060684, exon 16 of 22)",1,120849674,120850985,1312,101954277,ENST00000664186.1,16138,ENSG00000275538,RNVU1-19,"RNA, variant U1 small nuclear 19",,,controlledV5_peak_61,3,12,9,3,1.584962501
chr1:150496657-150496872,chr1,150496657,150496872,216,3' UTR,1,150492345,150492410,66,102465529,ENST00000635784.1,4312,ENSG00000283933,MIR6878,microRNA 6878,,,controlledV5_peak_74,1,6,5,3,1.584962501
chr1:154207235-154207438,chr1,154207235,154207438,204,Promoter (<=1kb),1,154199085,154206333,7249,388701,ENST00000368525.4,-902,ENSG00000163263,CFAP141,cilia and flagella associated protein 141,,,controlledV5_peak_80,13,42,29,3,1.584962501
chr1:156310948-156311196,chr1,156310948,156311196,249,3' UTR,1,156298624,156299307,684,391104,ENST00000339922.5,-11641,ENSG00000189030,VHLL,VHL like,,,controlledV5_peak_87,21,66,45,3,1.584962501
chr1:171517590-171517814,chr1,171517590,171517814,225,"Exon (ENST00000647382.2/23215, exon 6 of 35)",1,171522515,171524855,2341,23215,ENST00000480806.1,-4701,ENSG00000117523,PRRC2C,proline rich coiled-coil 2C,,,controlledV5_peak_99,7,24,17,3,1.584962501
chr1:192716284-192716507,chr1,192716284,192716507,224,Promoter (<=1kb),1,192716328,192716390,63,100616345,ENST00000640330.1,0,ENSG00000283795,MIR4426,microRNA 4426,,,controlledV5_peak_105,16,51,35,3,1.584962501
chr1:201847369-201847741,chr1,201847369,201847741,373,Promoter (<=1kb),1,201847295,201850816,3522,55705,ENST00000479374.1,74,ENSG00000198700,IPO9,importin 9,,,controlledV5_peak_108,1,6,5,3,1.584962501
chr1:234429229-234429564,chr1,234429229,234429564,336,"Exon (ENST00000040877.2/6894, exon 16 of 30)",1,234410404,234420814,10411,6894,ENST00000463793.1,-8415,ENSG00000059588,TARBP1,TAR (HIV-1) RNA binding protein 1,,,controlledV5_peak_128,5,18,13,3,1.584962501
chr1:240143540-240144079,chr1,240143540,240144079,540,"Exon (ENST00000451892.1/ENST00000451892.1, exon 1 of 1)",1,240123182,240475168,351987,56776,ENST00000681824.1,20358,ENSG00000155816,FMN2,formin 2,,,controlledV5_peak_132,13,42,29,3,1.584962501
chr1:39447841-39448081,chr1,39447841,39448081,241,"Exon (ENST00000361689.7/23499, exon 78 of 94)",1,39453837,39486987,33151,23499,ENST00000360115.8,-5756,ENSG00000127603,MACF1,microtubule actin crosslinking factor 1,,,controlledV5_peak_28,4,15,11,3,1.584962501
chr11:118601962-118602324,chr11,118601962,118602324,363,3' UTR,11,118606440,118658031,51592,23187,ENST00000361417.6,-4116,ENSG00000019144,PHLDB1,pleckstrin homology like domain family B member 1,,,controlledV5_peak_206,16,51,35,3,1.584962501
chr11:4106045-4106230,chr11,4106045,4106230,186,3' UTR,11,4101928,4106223,4296,6240,ENST00000530368.1,4117,ENSG00000167325,RRM1,ribonucleotide reductase catalytic subunit M1,,,controlledV5_peak_164,5,18,13,3,1.584962501
chr11:65083628-65084060,chr11,65083628,65084060,433,Promoter (<=1kb),11,65068044,65083900,15857,113130,ENST00000533015.5,0,ENSG00000146670,CDCA5,cell division cycle associated 5,,,controlledV5_peak_191,2,9,7,3,1.584962501
chr12:117165484-117165674,chr12,117165484,117165674,191,Promoter (1-2kb),12,117155054,117167046,11993,23014,ENST00000548840.1,1372,ENSG00000135108,FBXO21,F-box protein 21,,,controlledV5_peak_263,1,6,5,3,1.584962501
chr12:57498181-57498599,chr12,57498181,57498599,419,Promoter (1-2kb),12,57500114,57504280,4167,4141,ENST00000549827.1,-1515,ENSG00000166986,MARS1,methionyl-tRNA synthetase 1,,,controlledV5_peak_244,10,33,23,3,1.584962501
chr12:95513741-95514091,chr12,95513741,95514091,351,3' UTR,12,95524520,95529000,4481,84101,ENST00000552237.1,14909,ENSG00000136014,USP44,ubiquitin specific peptidase 44,,,controlledV5_peak_251,18,57,39,3,1.584962501
chr13:21320615-21320883,chr13,21320615,21320883,269,Promoter (1-2kb),13,21319156,21320866,1711,2871,ENST00000400595.3,1459,,GRK6P1,G protein-coupled receptor kinase 6 pseudogene 1,,,controlledV5_peak_279,5,18,13,3,1.584962501
chr14:31447727-31448043,chr14,31447727,31448043,317,3' UTR,14,31427507,31457376,29870,112487,ENST00000547760.1,9333,ENSG00000129480,DTD2,D-aminoacyl-tRNA deacylase 2,,,controlledV5_peak_302,5,18,13,3,1.584962501
chr16:2175300-2175526,chr16,2175300,2175526,227,Promoter (1-2kb),16,2173513,2175219,1707,84231,ENST00000570169.1,1787,ENSG00000131653,TRAF7,TNF receptor associated factor 7,,,controlledV5_peak_355,3,12,9,3,1.584962501
chr16:28731825-28732102,chr16,28731825,28732102,278,Promoter (<=1kb),16,28732173,28735445,3273,8663,ENST00000569005.5,-71,ENSG00000184110,EIF3C,eukaryotic translation initiation factor 3 subunit C,,,controlledV5_peak_373,18,57,39,3,1.584962501
chr19:49011019-49011341,chr19,49011019,49011341,323,Promoter (1-2kb),19,49009906,49009972,67,102466738,ENST00000612887.1,1113,ENSG00000273898,MIR6798,microRNA 6798,,,controlledV5_peak_542,7,24,17,3,1.584962501
chr2:71149231-71149427,chr2,71149231,71149427,197,Promoter (1-2kb),2,71148106,71150101,1996,10199,ENST00000493360.1,1125,ENSG00000124383,MPHOSPH10,M-phase phosphoprotein 10,,,controlledV5_peak_572,2,9,7,3,1.584962501
chr2:74368778-74369216,chr2,74368778,74369216,439,Promoter (<=1kb),2,74361155,74369395,8241,1639,ENST00000497666.1,179,ENSG00000204843,DCTN1,dynactin subunit 1,,,controlledV5_peak_577,9,30,21,3,1.584962501
chr20:49094730-49094965,chr20,49094730,49094965,236,"Exon (ENST00000396192.7/1434, exon 23 of 24)",20,49090763,49096952,6190,1434,ENST00000469700.1,3967,ENSG00000124207,CSE1L,chromosome segregation 1 like,,,controlledV5_peak_628,8,27,19,3,1.584962501
chr22:37877764-37878118,chr22,37877764,37878118,355,Promoter (<=1kb),22,37878061,37888631,10571,51386,ENST00000450376.1,0,ENSG00000100129,EIF3L,eukaryotic translation initiation factor 3 subunit L,,,controlledV5_peak_678,28,87,59,3,1.584962501
chr3:190831885-190832128,chr3,190831885,190832128,244,"Exon (ENST00000397646.2/ENST00000397646.2, exon 1 of 1)",3,190852877,190858060,5184,647309,ENST00000495042.1,25932,ENSG00000205835,GMNC,geminin coiled-coil domain containing,,,controlledV5_peak_758,9,30,21,3,1.584962501
chr3:52693435-52693820,chr3,52693435,52693820,386,Promoter (<=1kb),3,52693170,52693779,610,26354,ENST00000497356.1,265,ENSG00000163938,GNL3,G protein nucleolar 3,,,controlledV5_peak_728,10,33,23,3,1.584962501
chr5:250997-251204,chr5,250997,251204,208,Promoter (<=1kb),5,251337,256682,5346,6389,ENST00000509564.1,-133,ENSG00000073578,SDHA,succinate dehydrogenase complex flavoprotein subunit A,,,controlledV5_peak_787,2,9,7,3,1.584962501
chr7:109959878-109960097,chr7,109959878,109960097,220,Promoter (<=1kb),7,109959218,109960184,967,442720,ENST00000433048.1,87,ENSG00000237064,EIF3IP1,eukaryotic translation initiation factor 3 subunit I pseudogene 1,,,controlledV5_peak_939,8,27,19,3,1.584962501
chrX:108733517-108733852,chrX,108733517,108733852,336,Promoter (2-3kb),23,108736011,108737459,1449,101928358,ENST00000608811.1,-2159,,IRS4-AS1,IRS4 antisense RNA 1,,,controlledV5_peak_1107,31,95,64,2.96875,1.569855608
chrX:154364075-154364669,chrX,154364075,154364669,595,Promoter (<=1kb),23,154364632,154365207,576,2316,ENST00000465144.1,538,ENSG00000196924,FLNA,filamin A,,,controlledV5_peak_1130,13,41,28,2.928571429,1.550197083
chr16:58532031-58532289,chr16,58532031,58532289,259,Promoter (<=1kb),16,58520684,58533165,12482,23019,ENST00000563130.5,876,ENSG00000125107,CNOT1,CCR4-NOT transcription complex subunit 1,,,controlledV5_peak_386,11,35,24,2.916666667,1.544320516
chr6:36602072-36602338,chr6,36602072,36602338,267,Promoter (2-3kb),6,36599438,36602776,3339,6428,ENST00000620389.1,2634,ENSG00000112081,SRSF3,serine and arginine rich splicing factor 3,,,controlledV5_peak_870,23,70,47,2.916666667,1.544320516
chrX:107716837-107717038,chrX,107716837,107717038,202,Promoter (<=1kb),23,107715773,107717062,1290,1831,ENST00000503515.1,24,ENSG00000157514,TSC22D3,TSC22 domain family member 3,,,controlledV5_peak_1104,11,35,24,2.916666667,1.544320516
chr4:187970945-187971130,chr4,187970945,187971130,186,"Exon (ENST00000508231.1/ENST00000508231.1, exon 2 of 2)",4,187942164,187963345,21182,124900881,ENST00000668736.1,-7600,ENSG00000286641,LOC124900881,uncharacterized LOC124900881,,,controlledV5_peak_786,10,32,22,2.909090909,1.540568381
chrX:20127697-20128090,chrX,20127697,20128090,394,3' UTR,23,20136066,20136135,70,100158262,ENST00000365012.1,8045,ENSG00000254911,SCARNA9L,small Cajal body-specific RNA 9 like,,,controlledV5_peak_1057,20,61,41,2.904761905,1.538419915
chr7:34751159-34751505,chr7,34751159,34751505,347,"Exon (ENST00000432906.1/ENST00000432906.1, exon 1 of 1)",7,34346512,34758234,411723,404744,ENST00000419766.5,6729,ENSG00000197085,NPSR1-AS1,NPSR1 antisense RNA 1,,,controlledV5_peak_920,9,29,20,2.9,1.5360529
chr16:399394-399731,chr16,399394,399731,338,Promoter (<=1kb),16,398410,400749,2340,4833,ENST00000468031.1,984,ENSG00000103202,NME4,NME/NM23 nucleoside diphosphate kinase 4,,,controlledV5_peak_353,8,26,18,2.888888889,1.530514717
chr17:41820267-41820460,chr17,41820267,41820460,194,Promoter (<=1kb),17,41820443,41822540,2098,60681,ENST00000464180.1,0,ENSG00000141756,FKBP10,FKBP prolyl isomerase 10,,,controlledV5_peak_434,8,26,18,2.888888889,1.530514717
chr5:154803537-154803745,chr5,154803537,154803745,209,Promoter (<=1kb),5,154804221,154805240,1020,23367,ENST00000522272.1,-476,ENSG00000155506,LARP1,"La ribonucleoprotein 1, translational regulator",,,controlledV5_peak_826,17,52,35,2.888888889,1.530514717
chrX:41224837-41225155,chrX,41224837,41225155,319,3' UTR,23,41228983,41229896,914,8239,ENST00000485180.1,-3828,ENSG00000124486,USP9X,ubiquitin specific peptidase 9 X-linked,,,controlledV5_peak_1065,8,26,18,2.888888889,1.530514717
chr1:26779127-26779432,chr1,26779127,26779432,306,3' UTR,1,26774870,26780983,6114,8289,ENST00000532781.1,4257,ENSG00000117713,ARID1A,AT-rich interaction domain 1A,,,controlledV5_peak_15,7,23,16,2.875,1.523561956
chr5:21883935-21884189,chr5,21883935,21884189,255,"Exon (ENST00000503199.1/ENST00000503199.1, exon 1 of 1)",5,21751695,21889847,138153,1010,ENST00000521384.5,5658,ENSG00000154162,CDH12,cadherin 12,,,controlledV5_peak_791,22,66,44,2.869565217,1.520832163
chr17:64506073-64506280,chr17,64506073,64506280,208,Promoter (<=1kb),17,64498254,64506289,8036,1655,ENST00000225792.10,9,ENSG00000108654,DDX5,DEAD-box helicase 5,,,controlledV5_peak_455,14,43,29,2.866666667,1.519374159
chr8:93957428-93957665,chr8,93957428,93957665,238,"Exon (ENST00000466433.1/ENST00000466433.1, exon 1 of 1)",8,93919879,93922500,2622,54704,ENST00000521144.1,37549,ENSG00000164951,PDP1,pyruvate dehydrogenase phosphatase catalytic subunit 1,,,controlledV5_peak_980,35,103,68,2.861111111,1.516575526
chr14:34568873-34569124,chr14,34568873,34569124,252,"Exon (ENST00000480487.1/ENST00000480487.1, exon 1 of 1)",14,34575591,34586316,10726,58533,ENST00000555541.1,17192,ENSG00000129515,SNX6,sorting nexin 6,,,controlledV5_peak_303,42,123,81,2.860465116,1.516249751
chr11:130032958-130033169,chr11,130032958,130033169,212,"Exon (ENST00000526184.1/ENST00000526184.1, exon 1 of 1)",11,130002938,130004356,1419,440072,ENST00000530583.1,30020,,PRDM10-DT,PRDM10 divergent transcript,,,controlledV5_peak_212,13,40,27,2.857142857,1.514573173
chr12:123596684-123596945,chr12,123596684,123596945,262,3' UTR,12,123602077,123619716,17640,57696,ENST00000542286.5,-5132,ENSG00000111364,DDX55,DEAD-box helicase 55,,,controlledV5_peak_272,20,60,40,2.857142857,1.514573173
chr19:39369747-39370089,chr19,39369747,39370089,343,Promoter (<=1kb),19,39370092,39376546,6455,55095,ENST00000600018.1,-3,ENSG00000179134,SAMD4B,sterile alpha motif domain containing 4B,,,controlledV5_peak_536,6,20,14,2.857142857,1.514573173
chr22:42512700-42512903,chr22,42512700,42512903,204,3' UTR,22,42514677,42519794,5118,27341,ENST00000416699.5,6891,ENSG00000189306,RRP7A,ribosomal RNA processing 7 homolog A,,,controlledV5_peak_690,12,37,25,2.846153846,1.509013647
chr1:156265943-156266204,chr1,156265943,156266204,262,Promoter (1-2kb),1,156266137,156267588,1452,23381,ENST00000489907.2,1384,ENSG00000198952,SMG5,SMG5 nonsense mediated mRNA decay factor,,,controlledV5_peak_86,5,17,12,2.833333333,1.502500341
chr2:77792782-77792983,chr2,77792782,77792983,202,"Exon (ENST00000422418.1/ENST00000422418.1, exon 2 of 2)",2,77915870,77918009,2140,101927926,ENST00000663337.1,-122887,ENSG00000233605,LINC01851,long intergenic non-protein coding RNA 1851,,,controlledV5_peak_579,64,184,120,2.830769231,1.501194143
chr7:26212860-26213171,chr7,26212860,26213171,312,3' UTR,7,26208133,26212423,4291,11335,ENST00000481057.1,4727,ENSG00000122565,CBX3,chromobox 3,,,controlledV5_peak_919,10,31,21,2.818181818,1.494764692
chr7:121441028-121441223,chr7,121441028,121441223,196,"Exon (ENST00000416734.1/ENST00000416734.1, exon 1 of 1)",7,121360056,121396364,36309,10447,ENST00000412653.5,-44664,ENSG00000196937,FAM3C,FAM3 metabolism regulating signaling molecule C,,,controlledV5_peak_942,37,107,70,2.815789474,1.493539473
chr6:163572632-163572817,chr6,163572632,163572817,186,3' UTR,6,163566458,163571452,4995,9444,ENST00000541696.1,6174,ENSG00000112531,QKI,"QKI, KH domain containing RNA binding",,,controlledV5_peak_901,15,45,30,2.8125,1.491853096
chr1:220813542-220813740,chr1,220813542,220813740,199,3' UTR,1,220810417,220814080,3664,64757,ENST00000694926.1,3125,ENSG00000186205,MTARC1,mitochondrial amidoxime reducing component 1,,,controlledV5_peak_113,4,14,10,2.8,1.485426827
chr1:23410815-23411014,chr1,23410815,23411014,200,"Exon (ENST00000445848.2/ENST00000445848.2, exon 1 of 3)",1,23417345,23418298,954,6920,ENST00000492271.1,7284,ENSG00000204219,TCEA3,transcription elongation factor A3,,,controlledV5_peak_14,4,14,10,2.8,1.485426827
chr10:5746310-5746538,chr10,5746310,5746538,229,Promoter (2-3kb),10,5749246,5763632,14387,54906,ENST00000695837.1,-2708,ENSG00000108021,TASOR2,transcription activation suppressor family member 2,,,controlledV5_peak_138,4,14,10,2.8,1.485426827
chr12:48939688-48940139,chr12,48939688,48940139,452,Promoter (<=1kb),12,48921963,48939663,17701,51303,ENST00000537495.2,-25,ENSG00000134285,FKBP11,FKBP prolyl isomerase 11,,,controlledV5_peak_230,4,14,10,2.8,1.485426827
chr14:102039450-102039745,chr14,102039450,102039745,296,Promoter (<=1kb),14,102039491,102042279,2789,1778,ENST00000556139.2,0,ENSG00000197102,DYNC1H1,dynein cytoplasmic 1 heavy chain 1,,,controlledV5_peak_324,9,28,19,2.8,1.485426827
chr17:41912417-41912614,chr17,41912417,41912614,198,"Exon (ENST00000590151.5/47, exon 3 of 29)",17,41866918,41918951,52034,47,ENST00000352035.7,6337,ENSG00000131473,ACLY,ATP citrate lyase,,,controlledV5_peak_435,4,14,10,2.8,1.485426827
chr17:49599424-49599625,chr17,49599424,49599625,202,Promoter (2-3kb),17,49600279,49602041,1763,8405,ENST00000577134.1,2416,ENSG00000121067,SPOP,speckle type BTB/POZ protein,,,controlledV5_peak_447,4,14,10,2.8,1.485426827
chr18:35333190-35333430,chr18,35333190,35333430,241,3' UTR,18,35332227,35340654,8428,7572,ENST00000589881.5,7224,ENSG00000172466,ZNF24,zinc finger protein 24,,,controlledV5_peak_482,9,28,19,2.8,1.485426827
chr19:52201941-52202164,chr19,52201941,52202164,224,Promoter (<=1kb),19,52201767,52212698,10932,5518,ENST00000473455.2,174,ENSG00000105568,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha,,,controlledV5_peak_547,4,14,10,2.8,1.485426827
chr3:33142484-33142686,chr3,33142484,33142686,203,3' UTR,3,33115275,33132600,17326,10491,ENST00000485310.1,27209,ENSG00000170275,CRTAP,cartilage associated protein,,,controlledV5_peak_714,14,42,28,2.8,1.485426827
chr4:121684675-121684894,chr4,121684675,121684894,220,"Exon (ENST00000296511.10/308, exon 4 of 13)",4,121668246,121678322,10077,308,ENST00000509648.5,-6353,ENSG00000164111,ANXA5,annexin A5,,,controlledV5_peak_782,4,14,10,2.8,1.485426827
chr2:38748046-38748233,chr2,38748046,38748233,188,Promoter (<=1kb),2,38744893,38748616,3724,6432,ENST00000432873.5,383,ENSG00000115875,SRSF7,serine and arginine rich splicing factor 7,,,controlledV5_peak_564,8,25,17,2.777777778,1.473931188
chr12:105021127-105021405,chr12,105021127,105021405,279,3' UTR,12,105030070,105031935,1866,160428,ENST00000548418.1,10530,ENSG00000136010,ALDH1L2,aldehyde dehydrogenase 1 family member L2,,,controlledV5_peak_256,12,36,24,2.769230769,1.469485283
chr4:102796509-102796783,chr4,102796509,102796783,275,3' UTR,4,102797355,102802694,5340,7323,ENST00000505009.5,5911,ENSG00000109332,UBE2D3,ubiquitin conjugating enzyme E2 D3,,,controlledV5_peak_779,12,36,24,2.769230769,1.469485283
chr7:76066286-76066492,chr7,76066286,76066492,207,3' UTR,7,76060368,76065173,4806,4191,ENST00000424167.2,5918,ENSG00000146701,MDH2,malate dehydrogenase 2,,,controlledV5_peak_927,12,36,24,2.769230769,1.469485283
chr1:209675666-209675853,chr1,209675666,209675853,188,Promoter (<=1kb),1,209675412,209676390,979,50486,ENST00000367029.5,254,ENSG00000123689,G0S2,G0/G1 switch 2,,,controlledV5_peak_111,3,11,8,2.75,1.459431619
chr11:9203774-9204091,chr11,9203774,9204091,318,Promoter (2-3kb),11,9138841,9206752,67912,23258,ENST00000679745.1,2661,ENSG00000184014,DENND5A,DENN domain containing 5A,,,controlledV5_peak_169,3,11,8,2.75,1.459431619
chr16:2766834-2767370,chr16,2766834,2767370,537,Promoter (<=1kb),16,2767507,2770258,2752,23524,ENST00000574593.1,-137,ENSG00000167978,SRRM2,serine/arginine repetitive matrix 2,,,controlledV5_peak_357,35,99,64,2.75,1.459431619
chr19:2431546-2431734,chr19,2431546,2431734,189,Promoter (<=1kb),19,2429471,2431829,2359,84823,ENST00000475819.1,95,ENSG00000176619,LMNB2,lamin B2,,,controlledV5_peak_493,11,33,22,2.75,1.459431619
chr22:19963574-19963761,chr22,19963574,19963761,188,Promoter (<=1kb),22,19963753,19963834,82,100616414,ENST00000585066.1,0,ENSG00000284031,MIR4761,microRNA 4761,,,controlledV5_peak_662,11,33,22,2.75,1.459431619
chr22:46439186-46439402,chr22,46439186,46439402,217,"Exon (ENST00000262738.9/9620, exon 3 of 35)",22,46390528,46409826,19299,9620,ENST00000674359.1,-29360,ENSG00000075275,CELSR1,cadherin EGF LAG seven-pass G-type receptor 1,,,controlledV5_peak_693,3,11,8,2.75,1.459431619
chr3:149739286-149739508,chr3,149739286,149739508,223,Promoter (2-3kb),3,149701605,149736714,35110,25937,ENST00000474080.1,-2572,ENSG00000018408,WWTR1,WW domain containing transcription regulator 1,,,controlledV5_peak_748,3,11,8,2.75,1.459431619
chr5:133073228-133073413,chr5,133073228,133073413,186,Promoter (2-3kb),5,133076043,133088495,12453,3308,ENST00000504328.1,-2630,ENSG00000170606,HSPA4,heat shock protein family A (Hsp70) member 4,,,controlledV5_peak_817,3,11,8,2.75,1.459431619
chrX:150231274-150231573,chrX,150231274,150231573,300,"Exon (ENST00000457831.1/ENST00000457831.1, exon 1 of 1)",23,150228004,150228083,80,100313839,ENST00000516645.3,3270,ENSG00000252454,MIR2114,microRNA 2114,,,controlledV5_peak_1123,27,77,50,2.75,1.459431619
chrX:53628582-53628918,chrX,53628582,53628918,337,Promoter (<=1kb),23,53624620,53628526,3907,10075,ENST00000622887.1,-56,ENSG00000086758,HUWE1,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1",,,controlledV5_peak_1079,7,22,15,2.75,1.459431619
chr9:136813933-136814123,chr9,136813933,136814123,191,"Exon (ENST00000445357.1/ENST00000445357.1, exon 3 of 4)",9,136803927,136808848,4922,100131193,ENST00000414656.1,-5085,ENSG00000228544,CCDC183-AS1,CCDC183 antisense RNA 1,,,controlledV5_peak_1033,14,41,27,2.733333333,1.450661409
chr12:8637226-8637525,chr12,8637226,8637525,300,3' UTR,12,8641246,8650554,9309,8076,ENST00000543467.5,13029,ENSG00000197614,MFAP5,microfibril associated protein 5,,,controlledV5_peak_222,6,19,13,2.714285714,1.440572591
chr1:225495444-225495687,chr1,225495444,225495687,244,3' UTR,1,225497423,225501256,3834,55740,ENST00000498108.5,5569,ENSG00000154380,ENAH,ENAH actin regulator,,,controlledV5_peak_114,19,54,35,2.7,1.432959407
chr10:128105523-128105738,chr10,128105523,128105738,216,Promoter (2-3kb),10,128101484,128103128,1645,4288,ENST00000464771.1,-2395,ENSG00000148773,MKI67,marker of proliferation Ki-67,,,controlledV5_peak_161,9,27,18,2.7,1.432959407
chr3:56641347-56641662,chr3,56641347,56641662,316,"Exon (ENST00000683822.1/23272, exon 15 of 24)",3,56622862,56647172,24311,23272,ENST00000614531.1,5510,ENSG00000163946,TASOR,transcription activation suppressor,,,controlledV5_peak_731,9,27,18,2.7,1.432959407
chr19_KI270867v1_alt:117715-118216,chr19_KI270867v1_alt,117715,118216,502,Promoter (<=1kb),236,95191,117319,22129,90273,ENST00000627206.2,-396,ENSG00000007129,CEACAM21,CEA cell adhesion molecule 21,,,controlledV5_peak_554,584,1577,993,2.695726496,1.43067413
chr22:28800320-28800508,chr22,28800320,28800508,189,Promoter (<=1kb),22,28794557,28800558,6002,7494,ENST00000403532.7,50,ENSG00000100219,XBP1,X-box binding protein 1,,,controlledV5_peak_667,12,35,23,2.692307692,1.428843299
